date,open,high,low,close,chg,chgPct,volume,value 
2010/5/13,2847.80 ,2915.60 ,2823.00 ,2894.60 ,58.40 ,2.06 ,217422.00 ,186684129280.00 
2010/5/14,2880.00 ,2894.80 ,2850.40 ,2862.60 ,(32.00),(1.11),185453.00 ,159865831424.00 
2010/5/17,2840.00 ,2840.20 ,2708.00 ,2719.00 ,(143.60),(5.02),117625.00 ,97865072640.00 
2010/5/18,2717.00 ,2808.00 ,2703.00 ,2779.00 ,60.00 ,2.21 ,40298.00 ,33122066432.00 
2010/5/19,2762.20 ,2808.80 ,2722.60 ,2763.40 ,(15.60),(0.56),14913.00 ,12382801920.00 
2010/5/20,2770.40 ,2820.00 ,2713.60 ,2735.00 ,(28.40),(1.03),7125.00 ,5908115968.00 
2010/5/21,2694.80 ,2751.60 ,2661.00 ,2749.80 ,14.80 ,0.54 ,3765.00 ,3069376256.00 
2010/5/24,2814.00 ,2933.40 ,2808.00 ,2902.00 ,152.20 ,5.53 ,300512.00 ,260913840128.00 
2010/5/25,2880.00 ,2889.20 ,2811.00 ,2813.20 ,(88.80),(3.06),288927.00 ,247386079232.00 
2010/5/26,2846.20 ,2878.80 ,2817.60 ,2839.60 ,26.40 ,0.94 ,326246.00 ,278374416384.00 
2010/5/27,2825.00 ,2909.80 ,2790.00 ,2901.40 ,61.80 ,2.18 ,325500.00 ,277922283520.00 
2010/5/28,2930.00 ,2942.00 ,2853.00 ,2865.20 ,(36.20),(1.25),306690.00 ,266372939776.00 
2010/5/31,2850.00 ,2898.80 ,2786.20 ,2792.00 ,(73.20),(2.55),337678.00 ,288432455680.00 
2010/6/1,2780.00 ,2820.60 ,2732.00 ,2762.00 ,(30.00),(1.07),420130.00 ,349613424640.00 
2010/6/2,2758.00 ,2781.40 ,2718.20 ,2776.40 ,14.40 ,0.52 ,343923.00 ,284048064512.00 
2010/6/3,2799.80 ,2807.00 ,2741.00 ,2748.00 ,(28.40),(1.02),342961.00 ,285871079424.00 
2010/6/4,2740.00 ,2767.80 ,2722.20 ,2761.00 ,13.00 ,0.47 ,324387.00 ,267206426624.00 
2010/6/7,2700.00 ,2718.00 ,2680.00 ,2706.20 ,(54.80),(1.98),289681.00 ,234726768640.00 
2010/6/8,2709.80 ,2726.00 ,2683.00 ,2724.40 ,18.20 ,0.67 ,225087.00 ,182970957824.00 
2010/6/9,2720.40 ,2808.00 ,2700.40 ,2788.80 ,64.40 ,2.36 ,314559.00 ,258644967424.00 
2010/6/10,2776.00 ,2791.00 ,2763.00 ,2769.60 ,(19.20),(0.69),232630.00 ,193539407872.00 
2010/6/11,2788.00 ,2796.80 ,2765.00 ,2765.80 ,(3.80),(0.14),169575.00 ,141499449344.00 
2010/6/17,2779.00 ,2784.40 ,2743.00 ,2744.20 ,(21.60),(0.78),29949.00 ,24881301504.00 
2010/6/18,2743.00 ,2756.00 ,2712.00 ,2716.80 ,(27.40),(1.00),14919.00 ,12244629504.00 
2010/6/21,2749.20 ,2816.60 ,2718.00 ,2804.80 ,88.00 ,3.24 ,277989.00 ,230887604224.00 
2010/6/22,2795.60 ,2815.00 ,2793.20 ,2797.60 ,(7.20),(0.26),220831.00 ,185624412160.00 
2010/6/23,2785.00 ,2801.60 ,2743.00 ,2765.20 ,(32.40),(1.16),238316.00 ,198109233152.00 
2010/6/24,2771.00 ,2810.00 ,2750.00 ,2771.00 ,5.80 ,0.21 ,297949.00 ,247888101376.00 
2010/6/25,2759.00 ,2772.80 ,2736.00 ,2753.80 ,(17.20),(0.62),249654.00 ,206254407680.00 
2010/6/28,2751.60 ,2763.80 ,2731.40 ,2741.60 ,(12.20),(0.44),210541.00 ,173555564544.00 
2010/6/29,2741.60 ,2746.80 ,2598.40 ,2600.40 ,(141.20),(5.15),298585.00 ,238816509952.00 
2010/6/30,2580.00 ,2593.00 ,2563.00 ,2579.00 ,(21.40),(0.82),247753.00 ,191603245056.00 
2010/7/1,2577.80 ,2584.60 ,2535.60 ,2545.20 ,(33.80),(1.31),243922.00 ,187585069056.00 
2010/7/2,2550.00 ,2565.00 ,2478.80 ,2546.00 ,0.80 ,0.03 ,367858.00 ,278952017920.00 
2010/7/5,2535.00 ,2549.60 ,2479.60 ,2530.60 ,(15.40),(0.60),359351.00 ,271062941696.00 
2010/7/6,2521.40 ,2585.00 ,2511.20 ,2564.60 ,34.00 ,1.34 ,365680.00 ,280310939648.00 
2010/7/7,2558.00 ,2582.00 ,2546.20 ,2568.40 ,3.80 ,0.15 ,318135.00 ,244524810240.00 
2010/7/8,2591.00 ,2599.40 ,2562.00 ,2569.00 ,0.60 ,0.02 ,254951.00 ,197178507264.00 
2010/7/9,2573.20 ,2668.00 ,2563.00 ,2650.00 ,81.00 ,3.15 ,327713.00 ,257431420928.00 
2010/7/12,2652.00 ,2693.00 ,2647.20 ,2660.60 ,10.60 ,0.40 ,289268.00 ,231451426816.00 
2010/7/13,2651.00 ,2653.00 ,2618.60 ,2626.00 ,(34.60),(1.30),269627.00 ,212904558592.00 
2010/7/14,2640.00 ,2679.20 ,2630.00 ,2647.00 ,21.00 ,0.80 ,209930.00 ,167221264384.00 
2010/7/15,2643.00 ,2695.00 ,2601.20 ,2604.00 ,(43.00),(1.62),79047.00 ,62891630592.00 
2010/7/16,2607.40 ,2612.80 ,2575.80 ,2596.00 ,(8.00),(0.31),15142.00 ,11782977536.00 
2010/7/19,2600.20 ,2715.20 ,2593.60 ,2697.60 ,101.60 ,3.91 ,379966.00 ,301743374336.00 
2010/7/20,2702.00 ,2761.00 ,2700.40 ,2746.00 ,48.40 ,1.79 ,390979.00 ,320947650560.00 
2010/7/21,2749.00 ,2758.40 ,2733.80 ,2744.40 ,(1.60),(0.06),308125.00 ,253796057088.00 
2010/7/22,2740.00 ,2785.60 ,2736.20 ,2784.40 ,40.00 ,1.46 ,385991.00 ,319941705728.00 
2010/7/23,2790.00 ,2800.80 ,2765.20 ,2783.60 ,(0.80),(0.03),326508.00 ,272741826560.00 
2010/7/26,2792.00 ,2803.20 ,2769.20 ,2796.80 ,13.20 ,0.47 ,295351.00 ,247139336192.00 
2010/7/27,2797.80 ,2799.80 ,2773.60 ,2778.00 ,(18.80),(0.67),298118.00 ,248995315712.00 
2010/7/28,2780.20 ,2888.60 ,2775.20 ,2887.40 ,109.40 ,3.94 ,354307.00 ,301227212800.00 
2010/7/29,2888.00 ,2896.00 ,2862.80 ,2876.80 ,(10.60),(0.37),274230.00 ,237012353024.00 
2010/7/30,2873.00 ,2880.60 ,2855.20 ,2871.40 ,(5.40),(0.19),241645.00 ,207849586688.00 
2010/8/2,2888.20 ,2950.80 ,2880.20 ,2926.40 ,55.00 ,1.92 ,288420.00 ,252509077504.00 
2010/8/3,2928.00 ,2935.00 ,2849.00 ,2856.80 ,(69.60),(2.38),322000.00 ,280584028160.00 
2010/8/4,2859.80 ,2892.00 ,2835.00 ,2873.80 ,17.00 ,0.60 ,382739.00 ,329146171392.00 
2010/8/5,2872.80 ,2880.60 ,2821.80 ,2846.40 ,(27.40),(0.95),319116.00 ,273606279168.00 
2010/8/6,2850.00 ,2923.60 ,2832.00 ,2920.00 ,73.60 ,2.59 ,322329.00 ,278041755648.00 
2010/8/9,2917.00 ,2932.00 ,2891.40 ,2913.00 ,(7.00),(0.24),288638.00 ,252012101632.00 
2010/8/10,2913.20 ,2920.60 ,2827.80 ,2837.00 ,(76.00),(2.61),324580.00 ,279905140736.00 
2010/8/11,2839.00 ,2873.00 ,2825.00 ,2839.40 ,2.40 ,0.08 ,359463.00 ,306764840960.00 
2010/8/12,2822.00 ,2868.80 ,2810.00 ,2826.80 ,(12.60),(0.44),337014.00 ,286777868288.00 
2010/8/13,2826.00 ,2862.80 ,2810.20 ,2855.00 ,28.20 ,1.00 ,299186.00 ,254563647488.00 
2010/8/16,2849.00 ,2943.00 ,2843.60 ,2927.60 ,72.60 ,2.54 ,269722.00 ,234523328512.00 
2010/8/17,2933.00 ,2961.80 ,2928.80 ,2947.00 ,19.40 ,0.66 ,176759.00 ,155955052544.00 
2010/8/18,2949.60 ,2968.20 ,2933.00 ,2945.80 ,(1.20),(0.04),54738.00 ,48454135808.00 
2010/8/19,2947.80 ,2997.80 ,2935.00 ,2964.80 ,19.00 ,0.65 ,24560.00 ,21815709696.00 
2010/8/20,2959.80 ,2959.80 ,2905.20 ,2911.60 ,(53.20),(1.79),12736.00 ,11180935168.00 
2010/8/23,2920.60 ,2938.00 ,2896.40 ,2905.60 ,(6.00),(0.21),252178.00 ,220896116736.00 
2010/8/24,2898.60 ,2958.80 ,2875.40 ,2914.00 ,8.40 ,0.29 ,340393.00 ,298064019456.00 
2010/8/25,2911.00 ,2922.00 ,2852.80 ,2856.40 ,(57.60),(1.98),328356.00 ,284476833792.00 
2010/8/26,2889.80 ,2894.00 ,2848.00 ,2865.80 ,9.40 ,0.33 ,273128.00 ,234978541568.00 
2010/8/27,2862.00 ,2875.00 ,2848.20 ,2872.60 ,6.80 ,0.24 ,271393.00 ,233008594944.00 
2010/8/30,2885.00 ,2948.80 ,2885.00 ,2930.20 ,57.60 ,2.01 ,258909.00 ,227129442304.00 
2010/8/31,2918.00 ,2922.00 ,2903.00 ,2910.40 ,(19.80),(0.68),198508.00 ,173520125952.00 
2010/9/1,2925.00 ,2956.20 ,2871.60 ,2890.20 ,(20.20),(0.69),310156.00 ,271274573824.00 
2010/9/2,2920.00 ,2949.20 ,2912.20 ,2929.20 ,39.00 ,1.35 ,292539.00 ,257145044992.00 
2010/9/3,2933.00 ,2939.60 ,2901.40 ,2933.00 ,3.80 ,0.13 ,265581.00 ,232909422592.00 
2010/9/6,2948.00 ,2993.60 ,2948.00 ,2992.20 ,59.20 ,2.02 ,250197.00 ,223049695232.00 
2010/9/7,2990.00 ,2998.00 ,2968.80 ,2996.60 ,4.40 ,0.15 ,206604.00 ,185016926208.00 
2010/9/8,2987.00 ,2998.60 ,2972.00 ,2995.20 ,(1.40),(0.05),193194.00 ,172844105728.00 
2010/9/9,3004.00 ,3006.80 ,2935.60 ,2947.60 ,(47.60),(1.59),244478.00 ,217388744704.00 
2010/9/10,2955.00 ,2956.00 ,2914.00 ,2940.60 ,(7.00),(0.24),217296.00 ,191514214400.00 
2010/9/13,2952.00 ,2983.80 ,2935.60 ,2967.40 ,26.80 ,0.91 ,206588.00 ,183535763456.00 
2010/9/14,2969.80 ,2995.00 ,2956.00 ,2966.80 ,(0.60),(0.02),216894.00 ,193580171264.00 
2010/9/15,2968.80 ,2972.60 ,2916.40 ,2920.00 ,(46.80),(1.58),171429.00 ,151516856320.00 
2010/9/16,2920.00 ,2926.80 ,2836.40 ,2867.60 ,(52.40),(1.79),62516.00 ,54055059456.00 
2010/9/17,2867.60 ,2875.60 ,2858.00 ,2866.20 ,(1.40),(0.05),16907.00 ,14543604736.00 
2010/9/20,2881.00 ,2892.00 ,2848.00 ,2873.00 ,6.80 ,0.24 ,209602.00 ,180793524224.00 
2010/9/21,2881.00 ,2886.80 ,2860.20 ,2871.40 ,(1.60),(0.06),163975.00 ,141413842944.00 
2010/9/27,2882.20 ,2914.80 ,2879.80 ,2904.00 ,32.60 ,1.14 ,157948.00 ,137274163200.00 
2010/9/28,2900.00 ,2905.40 ,2889.40 ,2891.40 ,(12.60),(0.43),120672.00 ,104897519616.00 
2010/9/29,2893.40 ,2912.00 ,2881.40 ,2894.20 ,2.80 ,0.10 ,136850.00 ,119005077504.00 
2010/9/30,2880.00 ,2955.00 ,2871.60 ,2953.40 ,59.20 ,2.05 ,189288.00 ,165778571264.00 
2010/10/8,2972.60 ,3073.80 ,2966.40 ,3054.20 ,100.80 ,3.41 ,150243.00 ,137063833600.00 
2010/10/11,3075.00 ,3162.40 ,3075.00 ,3137.60 ,83.40 ,2.73 ,208814.00 ,195742040064.00 
2010/10/12,3124.40 ,3164.20 ,3123.00 ,3154.60 ,17.00 ,0.54 ,172451.00 ,162750676992.00 
2010/10/13,3168.00 ,3208.80 ,3161.00 ,3206.80 ,52.20 ,1.65 ,182960.00 ,174804254720.00 
2010/10/14,3221.40 ,3253.60 ,3215.80 ,3230.80 ,24.00 ,0.75 ,57606.00 ,55889473536.00 
2010/10/15,3227.00 ,3323.00 ,3215.80 ,3310.60 ,79.80 ,2.47 ,24387.00 ,23959830528.00 
2010/10/18,3390.00 ,3421.80 ,3324.20 ,3329.40 ,18.80 ,0.57 ,302110.00 ,305438949376.00 
2010/10/19,3356.60 ,3434.40 ,3327.60 ,3423.80 ,94.40 ,2.84 ,308628.00 ,311909875712.00 
2010/10/20,3392.60 ,3513.20 ,3377.00 ,3458.20 ,34.40 ,1.00 ,378770.00 ,391179960320.00 
2010/10/21,3468.80 ,3492.80 ,3406.80 ,3448.80 ,(9.40),(0.27),325384.00 ,336997974016.00 
2010/10/22,3455.60 ,3499.00 ,3426.80 ,3465.40 ,16.60 ,0.48 ,293741.00 ,305331372032.00 
2010/10/25,3485.00 ,3608.00 ,3460.00 ,3606.00 ,140.60 ,4.06 ,256963.00 ,272172908544.00 
2010/10/26,3608.20 ,3618.00 ,3521.00 ,3558.20 ,(47.80),(1.33),235559.00 ,253242212352.00 
2010/10/27,3562.80 ,3606.20 ,3473.40 ,3488.00 ,(70.20),(1.97),303622.00 ,323156672512.00 
2010/10/28,3496.00 ,3537.80 ,3486.20 ,3513.80 ,25.80 ,0.74 ,248247.00 ,261636292608.00 
2010/10/29,3492.40 ,3498.00 ,3401.60 ,3420.00 ,(93.80),(2.67),266654.00 ,276152188928.00 
2010/11/1,3449.80 ,3576.00 ,3443.20 ,3555.20 ,135.20 ,3.95 ,227693.00 ,240564191232.00 
2010/11/2,3559.40 ,3587.80 ,3498.20 ,3500.40 ,(54.80),(1.54),260699.00 ,276601995264.00 
2010/11/3,3533.00 ,3534.40 ,3451.00 ,3472.20 ,(28.20),(0.81),286579.00 ,300914311168.00 
2010/11/4,3487.60 ,3538.00 ,3472.60 ,3524.80 ,52.60 ,1.51 ,236016.00 ,248525127680.00 
2010/11/5,3569.00 ,3630.00 ,3563.40 ,3578.00 ,53.20 ,1.51 ,202498.00 ,217847562240.00 
2010/11/8,3595.00 ,3595.80 ,3557.00 ,3579.60 ,1.60 ,0.04 ,141259.00 ,151491592192.00 
2010/11/9,3581.60 ,3581.60 ,3528.20 ,3545.40 ,(34.20),(0.96),137677.00 ,146641534976.00 
2010/11/10,3542.00 ,3542.00 ,3489.00 ,3525.80 ,(19.60),(0.55),132284.00 ,139498749952.00 
2010/11/11,3520.80 ,3588.80 ,3491.40 ,3502.00 ,(23.80),(0.68),119295.00 ,127085568000.00 
2010/11/12,3488.00 ,3506.00 ,3253.60 ,3287.00 ,(215.00),(6.14),84398.00 ,86258860032.00 
2010/11/15,3300.00 ,3326.00 ,3261.20 ,3297.60 ,10.60 ,0.32 ,40184.00 ,39688171520.00 
2010/11/16,3300.40 ,3311.40 ,3158.00 ,3170.00 ,(127.60),(3.87),31373.00 ,30540730368.00 
2010/11/17,3158.80 ,3182.80 ,3093.60 ,3102.20 ,(67.80),(2.14),23723.00 ,22363115520.00 
2010/11/18,3119.80 ,3160.00 ,3107.00 ,3151.80 ,49.60 ,1.60 ,16252.00 ,15312536576.00 
2010/11/19,3172.40 ,3178.80 ,3083.00 ,3121.80 ,(30.00),(0.95),10471.00 ,9828074496.00 
2010/11/22,3219.80 ,3238.60 ,3165.00 ,3189.00 ,67.20 ,2.15 ,248086.00 ,238571683840.00 
2010/11/23,3180.00 ,3181.60 ,3065.00 ,3121.40 ,(67.60),(2.12),285775.00 ,267084267520.00 
2010/11/24,3110.40 ,3220.40 ,3105.20 ,3197.40 ,76.00 ,2.43 ,292230.00 ,278859251712.00 
2010/11/25,3212.00 ,3245.00 ,3186.00 ,3227.60 ,30.20 ,0.94 ,189336.00 ,182629171200.00 
2010/11/26,3229.80 ,3242.00 ,3175.00 ,3213.00 ,(14.60),(0.45),209016.00 ,201290334208.00 
2010/11/29,3207.60 ,3238.00 ,3170.20 ,3212.00 ,(1.00),(0.03),170248.00 ,163535486976.00 
2010/11/30,3210.40 ,3222.00 ,3077.80 ,3153.20 ,(58.80),(1.83),253848.00 ,239359016960.00 
2010/12/1,3153.40 ,3166.60 ,3126.60 ,3145.60 ,(7.60),(0.24),178326.00 ,168454602752.00 
2010/12/2,3185.00 ,3220.00 ,3167.80 ,3167.80 ,22.20 ,0.71 ,160005.00 ,153395200000.00 
2010/12/3,3179.80 ,3190.40 ,3138.20 ,3175.00 ,7.20 ,0.23 ,178485.00 ,169683009536.00 
2010/12/6,3189.00 ,3207.20 ,3151.00 ,3171.00 ,(4.00),(0.13),168030.00 ,160144424960.00 
2010/12/7,3156.20 ,3243.00 ,3115.20 ,3221.80 ,50.80 ,1.60 ,225376.00 ,214567256064.00 
2010/12/8,3200.00 ,3228.80 ,3157.20 ,3159.60 ,(62.20),(1.93),167505.00 ,161013202944.00 
2010/12/9,3173.00 ,3184.00 ,3126.20 ,3139.80 ,(19.80),(0.63),191446.00 ,181465907200.00 
2010/12/10,3130.20 ,3199.00 ,3118.40 ,3171.60 ,31.80 ,1.01 ,197612.00 ,186942881792.00 
2010/12/13,3220.00 ,3283.60 ,3191.00 ,3275.60 ,104.00 ,3.28 ,191913.00 ,186206191616.00 
2010/12/14,3273.00 ,3292.00 ,3269.00 ,3277.80 ,2.20 ,0.07 ,104371.00 ,102682271744.00 
2010/12/15,3279.60 ,3285.00 ,3251.00 ,3252.80 ,(25.00),(0.76),50325.00 ,49380372480.00 
2010/12/16,3255.80 ,3265.80 ,3225.80 ,3228.40 ,(24.40),(0.75),18075.00 ,17628080128.00 
2010/12/17,3238.80 ,3241.00 ,3209.40 ,3221.20 ,(7.20),(0.22),9782.00 ,9461636096.00 
2010/12/20,3293.00 ,3310.00 ,3135.00 ,3209.20 ,(12.00),(0.37),222228.00 ,214509125632.00 
2010/12/21,3220.00 ,3306.00 ,3207.40 ,3303.40 ,94.20 ,2.94 ,205960.00 ,201114681344.00 
2010/12/22,3303.00 ,3307.00 ,3211.40 ,3243.60 ,(59.80),(1.81),176758.00 ,173385236480.00 
2010/12/23,3244.60 ,3274.00 ,3204.40 ,3218.20 ,(25.40),(0.78),218391.00 ,212007895040.00 
2010/12/24,3211.20 ,3224.00 ,3166.80 ,3196.40 ,(21.80),(0.68),248186.00 ,238256816128.00 
2010/12/27,3211.00 ,3265.00 ,3113.00 ,3118.60 ,(77.80),(2.43),262972.00 ,252578742272.00 
2010/12/28,3118.60 ,3127.60 ,3073.40 ,3074.20 ,(44.40),(1.42),206947.00 ,192831848448.00 
2010/12/29,3070.00 ,3095.20 ,3064.40 ,3091.60 ,17.40 ,0.57 ,149470.00 ,138044407808.00 
2010/12/30,3083.00 ,3115.00 ,3050.20 ,3093.80 ,2.20 ,0.07 ,188796.00 ,174841266176.00 
2010/12/31,3097.80 ,3161.00 ,3094.40 ,3157.00 ,63.20 ,2.04 ,233054.00 ,218875101184.00 
2011/1/4,3171.80 ,3215.00 ,3159.20 ,3192.00 ,35.00 ,1.11 ,190256.00 ,182092070912.00 
2011/1/5,3188.00 ,3203.80 ,3176.40 ,3186.80 ,(5.20),(0.16),146115.00 ,139849351168.00 
2011/1/6,3197.60 ,3224.20 ,3166.00 ,3173.00 ,(13.80),(0.43),186234.00 ,177956814848.00 
2011/1/7,3162.00 ,3230.00 ,3145.00 ,3171.00 ,(2.00),(0.06),217547.00 ,208035332096.00 
2011/1/10,3183.00 ,3198.00 ,3115.40 ,3122.00 ,(49.00),(1.55),186662.00 ,177035051008.00 
2011/1/11,3130.00 ,3141.00 ,3106.00 ,3140.00 ,18.00 ,0.58 ,171964.00 ,161097728000.00 
2011/1/12,3151.00 ,3165.40 ,3107.00 ,3153.60 ,13.60 ,0.43 ,206573.00 ,194454716416.00 
2011/1/13,3167.00 ,3174.80 ,3128.40 ,3147.00 ,(6.60),(0.21),201842.00 ,190801461248.00 
2011/1/14,3143.00 ,3144.80 ,3089.00 ,3097.40 ,(49.60),(1.58),207938.00 ,194231844864.00 
2011/1/17,3090.20 ,3096.00 ,2967.60 ,2971.80 ,(125.60),(4.06),202138.00 ,183812341760.00 
2011/1/18,2971.60 ,2986.80 ,2960.20 ,2974.00 ,2.20 ,0.07 ,143426.00 ,127905603584.00 
2011/1/19,2977.80 ,3052.80 ,2968.00 ,3044.60 ,70.60 ,2.37 ,157936.00 ,142516895744.00 
2011/1/20,3034.20 ,3038.00 ,2942.20 ,2945.40 ,(99.20),(3.26),39186.00 ,35197722624.00 
2011/1/21,2940.00 ,3039.00 ,2935.60 ,2985.40 ,40.00 ,1.36 ,15878.00 ,14202067968.00 
2011/1/24,3005.40 ,3018.40 ,2954.20 ,2970.20 ,(15.20),(0.51),245416.00 ,219803353088.00 
2011/1/25,2979.00 ,2982.80 ,2935.20 ,2960.00 ,(10.20),(0.34),225117.00 ,199814610944.00 
2011/1/26,2955.40 ,2999.60 ,2951.40 ,2987.20 ,27.20 ,0.92 ,211212.00 ,188671557632.00 
2011/1/27,2983.60 ,3049.60 ,2943.00 ,3030.40 ,43.20 ,1.45 ,264338.00 ,238656126976.00 
2011/1/28,3026.40 ,3057.40 ,3020.20 ,3045.80 ,15.40 ,0.51 ,164248.00 ,149681274880.00 
2011/1/31,3035.00 ,3091.80 ,3031.00 ,3079.80 ,34.00 ,1.12 ,152443.00 ,140363792384.00 
2011/2/1,3088.80 ,3098.00 ,3070.20 ,3085.40 ,5.60 ,0.18 ,104520.00 ,96695730176.00 
2011/2/9,3077.60 ,3095.00 ,3033.00 ,3038.40 ,(47.00),(1.52),155572.00 ,143142453248.00 
2011/2/10,3040.00 ,3118.80 ,3031.00 ,3104.60 ,66.20 ,2.18 ,177171.00 ,163102654464.00 
2011/2/11,3109.80 ,3131.00 ,3097.20 ,3117.20 ,12.60 ,0.41 ,164256.00 ,153456852992.00 
2011/2/14,3122.00 ,3242.80 ,3115.20 ,3228.60 ,111.40 ,3.57 ,154535.00 ,147807698944.00 
2011/2/15,3231.20 ,3251.60 ,3207.00 ,3216.00 ,(12.60),(0.39),54138.00 ,52535156736.00 
2011/2/16,3214.40 ,3245.00 ,3198.20 ,3245.00 ,29.00 ,0.90 ,22846.00 ,22080155648.00 
2011/2/17,3252.00 ,3262.20 ,3210.00 ,3242.20 ,(2.80),(0.09),13679.00 ,13285980160.00 
2011/2/18,3238.00 ,3247.60 ,3204.40 ,3214.40 ,(27.80),(0.86),7799.00 ,7539918848.00 
2011/2/21,3223.00 ,3288.60 ,3212.20 ,3284.20 ,69.80 ,2.17 ,207321.00 ,202209263616.00 
2011/2/22,3288.00 ,3294.40 ,3175.00 ,3179.40 ,(104.80),(3.19),244202.00 ,235771822080.00 
2011/2/23,3174.00 ,3199.20 ,3165.00 ,3175.20 ,(4.20),(0.13),177419.00 ,169572663296.00 
2011/2/24,3175.00 ,3209.00 ,3167.20 ,3193.20 ,18.00 ,0.57 ,208424.00 ,199350026240.00 
2011/2/25,3202.00 ,3236.00 ,3175.00 ,3214.60 ,21.40 ,0.67 ,219730.00 ,211329581056.00 
2011/2/28,3214.00 ,3260.60 ,3185.20 ,3255.20 ,40.60 ,1.26 ,208090.00 ,201443000320.00 
2011/3/1,3260.40 ,3282.00 ,3245.00 ,3254.40 ,(0.80),(0.02),176603.00 ,172773081088.00 
2011/3/2,3242.00 ,3262.80 ,3213.20 ,3245.40 ,(9.00),(0.28),202275.00 ,196396384256.00 
2011/3/3,3249.80 ,3284.00 ,3221.20 ,3223.60 ,(21.80),(0.67),229396.00 ,224080838656.00 
2011/3/4,3231.80 ,3292.80 ,3228.20 ,3288.60 ,65.00 ,2.02 ,188349.00 ,183864819712.00 
2011/3/7,3290.00 ,3353.20 ,3287.80 ,3342.20 ,53.60 ,1.63 ,199756.00 ,199446265856.00 
2011/3/8,3337.80 ,3365.00 ,3318.00 ,3363.40 ,21.20 ,0.63 ,152733.00 ,152967495680.00 
2011/3/9,3369.00 ,3372.00 ,3336.00 ,3345.40 ,(18.00),(0.54),180272.00 ,181346631680.00 
2011/3/10,3339.00 ,3340.80 ,3282.20 ,3290.00 ,(55.40),(1.66),182138.00 ,180930969600.00 
2011/3/11,3284.20 ,3304.80 ,3235.40 ,3250.20 ,(39.80),(1.21),172330.00 ,169667526656.00 
2011/3/14,3258.40 ,3274.40 ,3235.40 ,3258.40 ,8.20 ,0.25 ,159236.00 ,155612790784.00 
2011/3/15,3251.20 ,3255.60 ,3137.40 ,3199.60 ,(58.80),(1.80),217685.00 ,208212525056.00 
2011/3/16,3217.60 ,3249.60 ,3205.20 ,3242.80 ,43.20 ,1.35 ,80032.00 ,77425557504.00 
2011/3/17,3226.00 ,3238.00 ,3184.20 ,3207.60 ,(35.20),(1.09),34677.00 ,33455503360.00 
2011/3/18,3221.20 ,3241.80 ,3206.20 ,3218.80 ,11.20 ,0.35 ,12606.00 ,12189036544.00 
2011/3/21,3231.00 ,3288.00 ,3202.00 ,3230.00 ,11.20 ,0.35 ,185625.00 ,179766951936.00 
2011/3/22,3241.20 ,3247.60 ,3181.20 ,3231.60 ,1.60 ,0.05 ,211735.00 ,204710313984.00 
2011/3/23,3231.00 ,3284.60 ,3221.00 ,3269.20 ,37.60 ,1.16 ,186721.00 ,182543368192.00 
2011/3/24,3275.00 ,3279.00 ,3260.60 ,3267.00 ,(2.20),(0.07),127958.00 ,125544390656.00 
2011/3/25,3271.60 ,3324.40 ,3269.00 ,3298.40 ,31.40 ,0.96 ,171197.00 ,169440280576.00 
2011/3/28,3308.60 ,3337.00 ,3295.00 ,3296.60 ,(1.80),(0.05),172326.00 ,171520032768.00 
2011/3/29,3291.60 ,3322.00 ,3262.80 ,3273.80 ,(22.80),(0.69),193055.00 ,190758322176.00 
2011/3/30,3279.80 ,3284.60 ,3248.00 ,3263.60 ,(10.20),(0.31),182887.00 ,179443974144.00 
2011/3/31,3265.60 ,3273.80 ,3221.00 ,3244.00 ,(19.60),(0.60),181792.00 ,177077059584.00 
2011/4/1,3243.60 ,3280.60 ,3232.80 ,3276.40 ,32.40 ,1.00 ,156137.00 ,152255676416.00 
2011/4/6,3275.80 ,3320.80 ,3265.20 ,3308.00 ,31.60 ,0.96 ,178965.00 ,177120346112.00 
2011/4/7,3312.20 ,3327.80 ,3303.20 ,3323.80 ,15.80 ,0.48 ,128424.00 ,127743418368.00 
2011/4/8,3325.60 ,3366.40 ,3316.60 ,3366.00 ,42.20 ,1.27 ,159841.00 ,160320487424.00 
2011/4/11,3368.00 ,3382.00 ,3336.80 ,3344.60 ,(21.40),(0.64),137974.00 ,139244060672.00 
2011/4/12,3341.20 ,3351.80 ,3310.40 ,3326.00 ,(18.60),(0.56),149352.00 ,149415297024.00 
2011/4/13,3318.40 ,3377.80 ,3304.20 ,3374.80 ,48.80 ,1.47 ,131950.00 ,131998973952.00 
2011/4/14,3370.40 ,3376.00 ,3344.40 ,3347.20 ,(27.60),(0.82),37405.00 ,37723320320.00 
2011/4/15,3347.20 ,3376.00 ,3321.40 ,3340.60 ,(6.60),(0.20),18866.00 ,18933002240.00 
2011/4/18,3368.00 ,3384.00 ,3342.40 ,3355.40 ,14.80 ,0.44 ,171516.00 ,173115277312.00 
2011/4/19,3343.40 ,3344.60 ,3302.20 ,3311.40 ,(44.00),(1.31),169120.00 ,168453505024.00 
2011/4/20,3318.80 ,3327.60 ,3296.20 ,3316.00 ,4.60 ,0.14 ,131575.00 ,130770149376.00 
2011/4/21,3328.60 ,3345.40 ,3313.00 ,3320.00 ,4.00 ,0.12 ,143692.00 ,143429271552.00 
2011/4/22,3323.00 ,3335.80 ,3298.00 ,3307.80 ,(12.20),(0.37),132043.00 ,131352035328.00 
2011/4/25,3302.00 ,3304.40 ,3254.00 ,3261.20 ,(46.60),(1.41),147000.00 ,144426385408.00 
